0000500, 1020099
0000500, 1018078
0000500, 1019708
0000500, 1016002
0000500, 1047348
0001000, 2145881
0001000, 2035523
0001000, 2008953
0001000, 2037247
0001000, 2009018
0001500, 3058388
0001500, 3159908
0001500, 3058050
0001500, 3359257
0001500, 3111083
0002000, 4324330
0002000, 4473362
0002000, 4277655
0002000, 4338603
0002000, 6520545
0002500, 9703959
0002500, 5642871
0002500, 5644080
0002500, 5778277
0002500, 7953997
0005000, 11260044
0005000, 11263037
0005000, 11327280
0005000, 11320317
0005000, 11304336
0010000, 22612277
0010000, 22600710
0010000, 22283968
0010000, 24362078
0010000, 22571865
0020000, 44443175
0020000, 47361877
0020000, 46821210
0020000, 46417425
0020000, 44968312
0050000, 112528027
0050000, 112476405
0050000, 111941775
0050000, 112390433
0050000, 110319765
0100000, 225154627
0100000, 229376865
0100000, 225229815
0100000, 226239532
0100000, 225374227
0200000, 468611812
0200000, 457837567
0200000, 467582873
0200000, 454712152
0200000, 456526725
0500000, 1127847412
0500000, 1140175507
0500000, 1146785010
0500000, 1142194492
0500000, 1245552892
1000000, 2271503572
1000000, 2280008295
1000000, 2260076407
1000000, 2285263335
1000000, 2285475097
